He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Zn,Br,Kr,Xe,H2,H2+,HD,D2,N2,CO,NO,O2,HF,F2,NaLi,MgO,HCl,Cl2,CaO,HBr,Br2,HI,BeH2,HCN,H2O,N2O,CO2,NO2,O3,FCN,H2S,OCS,SO2,CS2,H2Se,CSe2,BrCN,C2H2,NH3,C2N2,H2CO,BF3,NF3,PH3,PF3,HCCCl,CCl2O,BCl3,PCl3,AsCl3,PBr3,CH4,CH2CO,HCOOH,CH3F,CH2F2,CHF3,CF4,SiH4,SiF4,CH3Cl,CH2FCl,CH2Cl2,CHF2Cl,CHFCl2,CF3Cl,CHCl3,CF2Cl2,CFCl3,CCl4,SiCl4,TiCl4,GeF4,GeCl4,CH3Br,CF3Br,CH2Br2,CHBr3,CH3I,C2H4,C4H2,N2H4,CH3CN,CH3OH,CHONH2,PF5,CH2CHCl,CH2CCl2,CHClCHCl,CHClCCl2,C2H3Br,CH2CCH2,CH3CCH,CH3NH2,C3H2N2,CH3CHO,C2H4O,CH3NO2,C2H4S,SF6,CCl3CHO,SeF6,C2H6,CH2CHCHO,CH3OCHO,CH3COOH,CH3CF3,C2F6,Si2H6,CH3CH2Cl,CH2FCH2Cl,CH3CHCl2,CH2ClCH2Cl,CH2ClCHCl2,CH3CCl3,CHCl2CHF2,C2H5Br,C3H6,CH2CHCH3,C2H5CN,C3H4N2,CH3OCH3,CH3CH2OH,CH3CONH2,C4H4O,CH3SCH3,CH3CH2SH,C4H4S,C3H5Cl,CH2ClCH2OH,CH2CHCHCH2,CHCCH2CH3,CH3CCCH3,CH3NHCH3,CH3CH2NH2,C4H5N,CH3CH2CHO,CH3COCH3,C2H6O2,C4H4O2,CH3SOCH3,C3H8,C5H5N,CHOCHCHCH3,HCOOC2H5,CH3CH2COOH,CH3COOCH3,C2H6O2S,CH2ClCH2CH3,CH3CHBrCH3,CH3CH2CH2Br,CH2CHCH2CH3,CH2C(CH3)CH3,CH3CHCHCH3,C6H6,CH3CH(CH3)CN,CH3CH2CH2CN,B3N3H6,C3H7OH,CH3CHOHCH3,C3H7NO,C4H6O2,C3H6O3,C6H4O2,C4H4N2O2,C6H5F,C6F6,C6H5Cl,C6H4Cl2,C6H5Br,C5H8,NH2CH2CH2CH3,N(CH3)3,CH3CH(NH2)CH3,C6H5CN,CH3COCH2CH3,C4H8O,CHOCH2CH2CH3,C3H8O2,C3H7ONO,C6H5OH,CH3CH2CH2CH3,CH3CH(CH3)CH3,C6H5NH2,C5H8O,C4H8O2,C3H8O3,C6H5CHO,C6H5NO2,CH2ClCH2CH2CH3,CH3CHClCH2CH3,CH3CCl(CH3)CH3,C5H10,CH2CHCH2CH2CH3,C6H5CH3,C5H9N,C4H10O,C2H5SC2H5,C6H10,C6H5CHCH2,C5H10O,C6H5OCH3,C5H12,C5H11N,C6H10O,C5H11Cl,C6H12,CH3C6H4CH3,C10H8,C5H12O,C6H14,C3H7OC3H7,C12H10,C6H15N,C7H16,C14H10,C8H18,(CH3)3CC(CH3)3,C16H10,C9H20,C10H22,C24H12,C60
0.208,24.330,5.600,3.030,1.760,1.100,0.802,0.557,0.381,24.110,10.600,8.340,5.380,3.630,2.900,2.180,1.664,43.400,22.800,5.750,3.050,2.498,4.005,0.787,0.469,0.791,0.783,1.710,1.953,1.698,1.562,0.800,1.160,39.999,1.750,2.515,4.610,2.841,3.616,6.431,5.453,4.340,2.593,1.501,2.998,2.507,2.910,3.079,2.550,3.631,5.090,3.882,8.749,4.770,11.269,5.824,3.487,2.103,5.015,2.770,2.420,2.810,4.237,4.414,6.070,6.790,8.700,10.634,11.370,14.380,2.448,4.400,3.319,2.540,2.761,2.801,2.824,4.777,3.319,4.416,4.509,6.659,4.440,6.611,4.650,8.129,6.370,8.249,10.002,11.269,15.001,4.050,12.490,5.610,5.650,8.680,11.840,7.325,4.188,6.811,3.460,4.280,3.210,4.080,3.650,6.410,7.830,8.150,9.751,7.590,5.690,5.550,3.754,5.790,4.278,4.431,4.800,6.910,4.490,10.500,5.320,4.226,6.379,5.050,5.149,4.400,6.819,9.410,6.590,6.499,8.161,8.000,10.260,10.120,8.401,7.280,5.640,5.990,6.240,7.090,5.160,5.112,5.670,7.230,7.550,7.380,9.010,7.400,6.880,8.881,7.410,7.480,5.447,5.870,8.201,6.350,6.270,5.710,8.000,7.969,5.921,9.493,8.500,6.880,6.960,6.811,8.401,10.000,9.600,9.070,7.830,7.880,7.880,9.959,8.049,8.400,8.000,6.670,6.670,7.809,8.201,7.020,11.229,10.090,10.200,9.580,11.861,13.729,14.700,8.049,7.700,7.076,7.769,11.981,8.190,7.880,8.180,7.700,8.500,10.909,8.020,8.009,11.581,9.250,8.620,7.860,12.800,12.259,11.301,12.499,9.879,9.839,9.650,11.861,9.591,8.570,10.549,10.900,14.409,9.930,13.100,10.240,10.320,11.061,12.000,11.000,14.260,15.520,11.581,11.630,12.219,19.640,13.380,13.371,24.779,15.239,15.610,29.720,17.370,19.100,42.499,79.000
